Date,Channel,Sessions,Pageviews,Conversions,Revenue
2025-11-11,Email,681,1647,17,1444.69
2025-11-11,Paid Search,4890,10931,125,10599.42
2025-11-11,Paid Social,3315,8260,85,6739.98
2025-11-12,Organic Search,3675,8557,55,4509.9
2025-11-12,Direct,2100,5126,31,2662.46
2025-11-12,Referral,210,488,5,420.79
2025-11-12,Email,840,2061,21,1703.23
2025-11-12,Paid Search,4797,10466,148,11936.18
2025-11-12,Paid Social,3125,7724,73,6301.86
2025-11-13,Organic Search,3525,7907,52,4670.5
2025-11-13,Direct,2014,4861,30,2560.95
2025-11-13,Referral,201,488,5,402.89
2025-11-13,Email,805,2038,20,1669.0
2025-11-13,Paid Search,4683,10734,148,13071.95
2025-11-13,Paid Social,2923,7000,59,4604.51
2025-11-14,Organic Search,2567,7288,38,3162.44
2025-11-14,Direct,1467,3789,22,1765.66
2025-11-14,Referral,146,317,3,263.44
2025-11-14,Email,586,1375,14,1155.65
2025-11-14,Paid Search,3430,7748,84,6965.15
2025-11-14,Paid Social,2172,6205,39,3391.97
2025-11-15,Organic Search,2685,6627,40,3537.73
2025-11-15,Direct,1534,4260,23,1959.04
2025-11-15,Referral,153,351,3,247.94
2025-11-15,Email,613,1362,15,1168.94
2025-11-15,Paid Search,2575,6503,66,5297.18
2025-11-15,Paid Social,3833,8148,82,7016.8
2025-11-16,Organic Search,2333,6771,34,2918.8
2025-11-16,Direct,1333,4034,19,1700.08
2025-11-16,Referral,133,307,3,266.92
2025-11-16,Email,533,1492,13,1127.92
2025-11-16,Paid Search,3028,8414,83,6877.54
2025-11-16,Paid Social,2176,5335,50,4051.8
2025-11-17,Organic Search,2900,7239,43,3532.17
2025-11-17,Direct,1657,3879,24,2093.27
2025-11-17,Referral,165,436,4,361.11
2025-11-17,Email,662,1703,16,1303.05
2025-11-17,Paid Search,3770,7616,98,8352.76
2025-11-17,Paid Social,3186,6985,76,6540.75
2025-11-18,Organic Search,4392,8584,65,5572.5
2025-11-18,Direct,2509,5611,37,3179.22
2025-11-18,Referral,250,728,6,526.45
2025-11-18,Email,1003,2680,25,2148.72
2025-11-18,Paid Search,6263,16161,181,15856.02
2025-11-18,Paid Social,3814,9173,74,6292.34
2025-11-19,Organic Search,3803,9555,57,4994.91
2025-11-19,Direct,2173,5381,32,2737.2
2025-11-19,Referral,217,495,5,413.96
2025-11-19,Email,869,2272,21,1831.3
2025-11-19,Paid Search,6415,15057,170,14080.55
2025-11-19,Paid Social,3210,7634,75,6660.56
2025-11-20,Organic Search,3059,8214,45,4039.91
2025-11-20,Direct,1748,4612,26,2264.85
2025-11-20,Referral,174,451,4,361.46
2025-11-20,Email,699,1717,17,1369.05
2025-11-20,Paid Search,5634,14329,182,15266.95
2025-11-20,Paid Social,2913,8242,70,5936.05
2025-11-21,Organic Search,3232,8674,48,4029.29
2025-11-21,Direct,1847,4625,27,2340.06
2025-11-21,Referral,184,504,4,333.63
2025-11-21,Email,738,1906,18,1550.73
2025-11-21,Paid Search,4698,12208,142,12576.94
2025-11-21,Paid Social,3142,8340,72,6221.49
2025-11-22,Organic Search,2849,7267,42,3601.76
2025-11-22,Direct,1628,4502,24,2091.39
2025-11-22,Referral,162,420,4,346.86
2025-11-22,Email,651,1575,16,1338.06
2025-11-22,Paid Search,4588,12330,130,10580.9
2025-11-22,Paid Social,4182,10512,95,8332.2
2025-11-23,Organic Search,3086,8058,46,3706.01
2025-11-23,Direct,1763,4567,26,2327.2
2025-11-23,Referral,176,425,4,338.52
2025-11-23,Email,705,1844,17,1564.02
2025-11-23,Paid Search,3810,8356,114,9930.18
2025-11-23,Paid Social,3068,8848,66,5434.59
2025-11-24,Organic Search,3178,7997,47,3939.33
2025-11-24,Direct,1816,4548,27,2470.51
2025-11-24,Referral,181,432,4,333.25
2025-11-24,Email,726,1512,18,1485.38
2025-11-24,Paid Search,5624,14468,169,14468.46
2025-11-24,Paid Social,4102,9515,86,7022.78
2025-11-25,Organic Search,4460,11489,66,5280.8
2025-11-25,Direct,2548,6645,38,3061.67
2025-11-25,Referral,254,711,6,533.05
2025-11-25,Email,1019,2573,25,2044.97
2025-11-25,Paid Search,8795,24148,236,20507.48
2025-11-25,Paid Social,5003,13125,117,10336.55
2025-11-26,Organic Search,3526,8944,52,4359.26
2025-11-26,Direct,2015,5861,30,2518.37
2025-11-26,Referral,201,548,5,433.11
2025-11-26,Email,806,2446,20,1808.77
2025-11-26,Paid Search,6340,15876,167,13485.63
2025-11-26,Paid Social,4415,11077,102,8482.53
2025-11-27,Organic Search,3948,10606,59,4959.43
2025-11-27,Direct,2256,5662,33,2730.6
2025-11-27,Referral,225,644,5,401.29
2025-11-27,Email,902,2201,22,1667.06
2025-11-27,Paid Search,7182,17258,202,16531.5
2025-11-27,Paid Social,3914,8975,83,6638.04
2025-11-28,Organic Search,3406,8302,51,4455.76
2025-11-28,Direct,1946,5199,29,2507.64
2025-11-28,Referral,194,456,4,353.77
2025-11-28,Email,778,1950,19,1524.42
2025-11-28,Paid Search,4344,12497,129,11188.07
2025-11-28,Paid Social,5097,12876,138,11386.08
2025-11-29,Organic Search,2640,6442,39,3216.72
2025-11-29,Direct,1508,3977,22,1761.47
2025-11-29,Referral,150,395,3,259.1
2025-11-29,Email,603,1414,15,1283.11
2025-11-29,Paid Search,4147,9116,117,10307.33
2025-11-29,Paid Social,3267,8125,62,5236.1
2025-11-30,Organic Search,2357,6666,35,2991.79
2025-11-30,Direct,1346,3096,20,1706.47
2025-11-30,Referral,134,328,3,260.07
2025-11-30,Email,538,1310,13,1138.89
2025-11-30,Paid Search,3325,7805,82,7040.19
2025-11-30,Paid Social,4561,10081,98,8169.85
2025-12-01,Organic Search,4062,9342,60,5214.71
2025-12-01,Direct,2321,5767,34,2913.78
2025-12-01,Referral,232,623,5,430.94
2025-12-01,Email,928,2139,23,1995.1
2025-12-01,Paid Search,5393,13601,142,11831.55
2025-12-01,Paid Social,2770,6455,56,4968.9
2025-12-02,Organic Search,2347,5792,35,2864.13
2025-12-02,Direct,1341,3084,20,1815.25
2025-12-02,Referral,134,367,3,255.26
2025-12-02,Email,536,1310,13,1191.07
2025-12-02,Paid Search,4211,9476,117,10066.68
2025-12-02,Paid Social,3352,7163,76,6577.59
2025-12-03,Organic Search,4205,9891,63,5503.76
2025-12-03,Direct,2403,5436,36,3019.66
2025-12-03,Referral,240,564,6,515.44
2025-12-03,Email,961,2302,24,2071.75
2025-12-03,Paid Search,6069,14995,169,15229.5
2025-12-03,Paid Social,3763,9323,68,5697.09
2025-12-04,Organic Search,3340,7912,50,4136.06
2025-12-04,Direct,1908,3973,28,2330.92
2025-12-04,Referral,190,459,4,324.67
2025-12-04,Email,763,1881,19,1652.12
2025-12-04,Paid Search,3960,9834,126,11346.61
2025-12-04,Paid Social,3324,8350,81,6622.72
2025-12-05,Organic Search,4102,10475,61,5365.4
2025-12-05,Direct,2344,4459,35,3068.18
2025-12-05,Referral,234,671,5,419.26
2025-12-05,Email,937,2363,23,1918.93
2025-12-05,Paid Search,4109,10261,103,8491.13
2025-12-05,Paid Social,3617,9685,86,7423.11
2025-12-06,Organic Search,3039,7105,45,3723.71
2025-12-06,Direct,1736,4220,26,2063.93
2025-12-06,Referral,173,379,4,333.1
2025-12-06,Email,694,1645,17,1499.23
2025-12-06,Paid Search,3739,9517,108,9663.41
2025-12-06,Paid Social,2123,5334,47,3698.78
2025-12-07,Organic Search,3167,8422,47,3899.15
2025-12-07,Direct,1809,4683,27,2303.47
2025-12-07,Referral,180,428,4,342.52
2025-12-07,Email,723,1838,18,1539.98
2025-12-07,Paid Search,3047,7390,94,7957.34
2025-12-07,Paid Social,2841,6928,60,4937.31
2025-12-08,Organic Search,2678,6801,40,3377.0
2025-12-08,Direct,1530,4086,22,1937.12
2025-12-08,Referral,153,381,3,252.74
2025-12-08,Email,612,1673,15,1265.03
2025-12-08,Paid Search,4282,10865,139,11138.88
2025-12-08,Paid Social,2308,5983,54,4657.72
2025-12-09,Organic Search,3529,8763,52,4498.06
2025-12-09,Direct,2017,4766,30,2707.11
2025-12-09,Referral,201,498,5,431.06
2025-12-09,Email,806,2123,20,1705.73
2025-12-09,Paid Search,3637,9746,98,8239.55
2025-12-09,Paid Social,3148,6352,71,5919.85
2025-12-10,Organic Search,2692,6728,40,3359.38
2025-12-10,Direct,1538,3751,23,1982.11
2025-12-10,Referral,153,381,3,258.01
2025-12-10,Email,615,1330,15,1295.82
2025-12-10,Paid Search,4760,10866,137,12070.11
2025-12-10,Paid Social,2763,5619,66,5460.27
2025-12-11,Organic Search,3100,8406,46,4084.26
2025-12-11,Direct,1771,4489,26,2189.52
2025-12-11,Referral,177,437,4,352.43
2025-12-11,Email,708,1672,17,1426.44
2025-12-11,Paid Search,4205,9898,122,10439.68
2025-12-11,Paid Social,2771,7237,60,4813.76
2025-12-12,Organic Search,3196,8814,47,3484.17
2025-12-12,Direct,1826,5141,27,2260.12
2025-12-12,Referral,182,511,4,344.74
2025-12-12,Email,730,1978,18,1557.19
2025-12-12,Paid Search,3599,9348,102,8569.28
2025-12-12,Paid Social,3035,7757,65,5836.02
2025-12-13,Organic Search,2866,6469,42,3683.58
2025-12-13,Direct,1637,4883,24,2062.09
2025-12-13,Referral,163,424,4,356.94
2025-12-13,Email,655,1396,16,1330.34
2025-12-13,Paid Search,2725,6503,75,6406.04
2025-12-13,Paid Social,2894,7936,69,5888.82
2025-12-14,Organic Search,2909,7916,43,3750.5
2025-12-14,Direct,1662,4196,24,1926.64
2025-12-14,Referral,166,440,4,336.85
2025-12-14,Email,664,1744,16,1322.0
2025-12-14,Paid Search,3197,9547,92,7472.1
2025-12-14,Paid Social,1673,3934,38,3078.39
2025-12-15,Organic Search,3395,8793,50,4232.61
2025-12-15,Direct,1940,4777,29,2417.13
2025-12-15,Referral,194,434,4,326.23
2025-12-15,Email,776,2070,19,1619.16
2025-12-15,Paid Search,3929,9315,90,7834.24
2025-12-15,Paid Social,1858,4630,40,3660.46
2025-12-16,Organic Search,3142,7663,47,3879.57
2025-12-16,Direct,1795,4190,26,2219.23
2025-12-16,Referral,179,435,4,356.54
2025-12-16,Email,718,1810,17,1462.41
2025-12-16,Paid Search,4608,12568,135,11757.41
2025-12-16,Paid Social,1665,3754,37,3328.73
2025-12-17,Organic Search,2945,7590,44,3848.23
2025-12-17,Direct,1682,4115,25,2028.15
2025-12-17,Referral,168,376,4,314.75
2025-12-17,Email,673,1638,16,1358.58
2025-12-17,Paid Search,3856,10081,108,9171.46
2025-12-17,Paid Social,2021,4818,45,3893.47
2025-12-18,Organic Search,3691,9161,55,4594.78
2025-12-18,Direct,2109,4800,31,2440.58
2025-12-18,Referral,210,527,5,417.02
2025-12-18,Email,843,2235,21,1756.22
2025-12-18,Paid Search,4436,11793,122,10293.33
2025-12-18,Paid Social,1728,4131,39,3276.15
2025-12-19,Organic Search,2529,5733,37,3071.81
2025-12-19,Direct,1445,4042,21,1820.71
2025-12-19,Referral,144,373,3,239.48
2025-12-19,Email,578,1596,14,1179.44
2025-12-19,Paid Search,2445,5718,78,6624.6
2025-12-19,Paid Social,1756,3916,43,3685.71
2025-12-20,Organic Search,3299,8390,49,4114.69
2025-12-20,Direct,1885,5146,28,2389.75
2025-12-20,Referral,188,466,4,336.69
2025-12-20,Email,754,1770,18,1536.0
2025-12-20,Paid Search,2986,7239,79,6372.01
2025-12-20,Paid Social,1961,5464,41,3595.59
2025-12-21,Organic Search,2226,5842,33,2683.56
2025-12-21,Direct,1272,2934,19,1615.76
2025-12-21,Referral,127,312,3,233.53
2025-12-21,Email,508,1413,12,1011.82
2025-12-21,Paid Search,2146,4506,58,4739.15
2025-12-21,Paid Social,1973,4916,40,3179.49
2025-12-22,Organic Search,3451,8132,51,4474.78
2025-12-22,Direct,1972,5472,29,2419.95
2025-12-22,Referral,197,498,4,348.73
2025-12-22,Email,788,1968,19,1521.67
2025-12-22,Paid Search,2744,6683,87,7370.71
2025-12-22,Paid Social,2793,7417,62,5177.08
2025-12-23,Organic Search,3480,7492,52,4763.3
2025-12-23,Direct,1989,4371,29,2319.57
2025-12-23,Referral,198,456,4,313.29
2025-12-23,Email,795,1805,19,1646.42
2025-12-23,Paid Search,3225,6988,84,6850.97
2025-12-23,Paid Social,2220,5031,46,3764.15
2025-12-24,Organic Search,4087,9188,61,5345.11
2025-12-24,Direct,2335,6330,35,2786.78
2025-12-24,Referral,233,521,5,391.24
2025-12-24,Email,934,2294,23,1945.41
2025-12-24,Paid Search,5108,13420,137,11732.52
2025-12-24,Paid Social,1620,4193,32,2755.31
2025-12-25,Organic Search,3028,6041,45,3997.9
2025-12-25,Direct,1730,4026,25,2117.72
2025-12-25,Referral,173,390,4,356.71
2025-12-25,Email,692,2036,17,1401.07
2025-12-25,Paid Search,3209,7325,88,7463.39
2025-12-25,Paid Social,1943,4718,46,4167.88
2025-12-26,Organic Search,2648,5716,39,3145.99
2025-12-26,Direct,1513,3926,22,1809.49
2025-12-26,Referral,151,400,3,240.41
2025-12-26,Email,605,1480,15,1261.34
2025-12-26,Paid Search,2303,6296,68,5714.9
2025-12-26,Paid Social,2013,5068,43,3692.48
2025-12-27,Organic Search,2579,6068,38,3337.83
2025-12-27,Direct,1473,3501,22,1886.72
2025-12-27,Referral,147,418,3,258.0
2025-12-27,Email,589,1329,14,1191.81
2025-12-27,Paid Search,2063,4662,58,4987.66
2025-12-27,Paid Social,2193,5205,40,3444.99
2025-12-28,Organic Search,2429,5822,36,2967.88
2025-12-28,Direct,1388,3739,20,1640.79
2025-12-28,Referral,138,344,3,241.98
2025-12-28,Email,555,1494,13,1162.98
2025-12-28,Paid Search,2054,5282,52,4272.42
2025-12-28,Paid Social,2328,5233,55,4827.66
2025-12-29,Organic Search,2425,5921,36,3140.15
2025-12-29,Direct,1386,3145,20,1691.78
2025-12-29,Referral,138,355,3,260.23
2025-12-29,Email,554,1287,13,1096.96
2025-12-29,Paid Search,2017,4694,54,4298.78
2025-12-29,Paid Social,1930,4954,40,3368.48
2025-12-30,Organic Search,3345,8142,50,4186.27
2025-12-30,Direct,1911,4559,28,2319.0
2025-12-30,Referral,191,501,4,338.23
2025-12-30,Email,764,2046,19,1656.87
2025-12-30,Paid Search,2938,6653,78,6684.44
2025-12-30,Paid Social,2042,5172,47,3996.74
2025-12-31,Organic Search,2792,7780,41,3586.19
2025-12-31,Direct,1595,4237,23,2021.78
2025-12-31,Referral,159,401,3,235.73
2025-12-31,Email,638,1585,15,1252.35
2025-12-31,Paid Search,2817,7200,78,6942.59
2025-12-31,Paid Social,1490,3493,36,3154.57
2026-01-01,Organic Search,2907,6741,43,3675.57
2026-01-01,Direct,1661,3399,24,2062.47
2026-01-01,Referral,166,419,4,340.4
2026-01-01,Email,664,1790,16,1360.08
2026-01-01,Paid Search,2626,6224,75,6781.94
2026-01-01,Paid Social,1663,4723,37,3131.23
2026-01-02,Organic Search,2491,5890,37,3036.43
2026-01-02,Direct,1423,3489,21,1724.77
2026-01-02,Referral,142,358,3,255.39
2026-01-02,Email,569,1678,14,1128.63
2026-01-02,Paid Search,2396,6286,69,6363.16
2026-01-02,Paid Social,2326,6216,41,3203.87
2026-01-03,Organic Search,3347,7966,50,4193.34
2026-01-03,Direct,1912,5090,28,2520.17
2026-01-03,Referral,191,504,4,357.07
2026-01-03,Email,765,2016,19,1609.63
2026-01-03,Paid Search,2156,5708,52,4535.01
2026-01-03,Paid Social,2631,5929,47,3864.27
2026-01-04,Organic Search,2494,6369,37,3064.22
2026-01-04,Direct,1425,3314,21,1843.67
2026-01-04,Referral,142,365,3,286.02
2026-01-04,Email,570,1396,14,1234.95
2026-01-04,Paid Search,2445,5417,73,6029.89
2026-01-04,Paid Social,2113,5173,43,3722.34
2026-01-05,Organic Search,2769,6772,41,3472.54
2026-01-05,Direct,1582,3927,23,2085.89
2026-01-05,Referral,158,386,3,263.06
2026-01-05,Email,633,1470,15,1353.16
2026-01-05,Paid Search,2875,7249,81,7012.85
2026-01-05,Paid Social,1708,4792,37,3192.16
2026-01-06,Organic Search,4108,8885,61,5276.66
2026-01-06,Direct,2347,6697,35,3018.63
2026-01-06,Referral,234,588,5,407.85
2026-01-06,Email,939,2446,23,2052.24
2026-01-06,Paid Search,4638,12680,142,12141.06
2026-01-06,Paid Social,2003,4759,48,3915.51
2026-01-07,Organic Search,2943,6996,44,3699.92
2026-01-07,Direct,1682,4483,25,2103.25
2026-01-07,Referral,168,452,4,346.43
2026-01-07,Email,672,1520,16,1383.4
2026-01-07,Paid Search,3730,8548,107,8882.19
2026-01-07,Paid Social,1744,4945,39,3297.64
2026-01-08,Organic Search,3141,7836,47,3880.82
2026-01-08,Direct,1794,4113,26,2189.38
2026-01-08,Referral,179,410,4,358.07
2026-01-08,Email,717,1797,17,1497.34
2026-01-08,Paid Search,3997,9527,120,9903.79
2026-01-08,Paid Social,1997,5451,54,4654.05
2026-01-09,Organic Search,2500,6485,37,3249.56
2026-01-09,Direct,1429,3765,21,1817.67
2026-01-09,Referral,142,367,3,249.36
2026-01-09,Email,571,1496,14,1169.86
2026-01-09,Paid Search,2596,6155,75,6416.83
2026-01-09,Paid Social,1898,5247,36,3055.05
2026-01-10,Organic Search,3056,8060,45,3591.78
2026-01-10,Direct,1746,4878,26,2163.28
2026-01-10,Referral,174,436,4,344.92
2026-01-10,Email,698,1808,17,1400.07
2026-01-10,Paid Search,1926,4604,59,4901.27
2026-01-10,Paid Social,1970,5068,43,3687.5
2026-01-11,Organic Search,2875,7239,43,3568.6
2026-01-11,Direct,1643,4507,24,2056.39
2026-01-11,Referral,164,405,4,337.48
2026-01-11,Email,657,1756,16,1419.68
2026-01-11,Paid Search,2060,5248,59,5172.15
2026-01-11,Paid Social,2170,5402,45,3598.13
2026-01-12,Organic Search,3495,9755,52,4189.3
2026-01-12,Direct,1997,5031,29,2497.11
2026-01-12,Referral,199,487,4,338.4
2026-01-12,Email,798,1993,19,1527.65
2026-01-12,Paid Search,3137,8915,87,6859.24
2026-01-12,Paid Social,3069,7155,68,5863.5
2026-01-13,Organic Search,4199,10443,62,5296.08
2026-01-13,Direct,2399,6436,35,3072.87
2026-01-13,Referral,239,598,5,408.68
2026-01-13,Email,959,2432,23,1880.88
2026-01-13,Paid Search,4612,11742,150,12742.64
2026-01-13,Paid Social,1804,4962,46,4015.75
2026-01-14,Organic Search,3936,11407,59,4923.61
2026-01-14,Direct,2249,5412,33,2871.73
2026-01-14,Referral,224,509,5,421.61
2026-01-14,Email,899,2397,22,1792.32
2026-01-14,Paid Search,4726,11116,140,11672.63
2026-01-14,Paid Social,1426,3428,36,3105.85
2026-01-15,Organic Search,3254,7345,48,4148.28
2026-01-15,Direct,1859,4612,27,2258.51
2026-01-15,Referral,185,515,4,339.13
2026-01-15,Email,743,1813,18,1545.96
2026-01-15,Paid Search,3069,8008,89,7448.04
2026-01-15,Paid Social,2789,7281,61,5040.58
2026-01-16,Organic Search,3098,8534,46,3916.23
2026-01-16,Direct,1770,4473,26,2226.07
2026-01-16,Referral,177,413,4,321.5
2026-01-16,Email,708,1836,17,1411.52
2026-01-16,Paid Search,2911,6845,74,6260.95
2026-01-16,Paid Social,1575,4078,37,3005.71
2026-01-17,Organic Search,2856,7666,42,3603.87
2026-01-17,Direct,1632,4033,24,2063.77
2026-01-17,Referral,163,423,4,318.81
2026-01-17,Email,652,1576,16,1397.2
2026-01-17,Paid Search,2151,5442,54,5028.28
2026-01-17,Paid Social,2009,4967,45,3798.05
2026-01-18,Organic Search,3189,8219,47,4018.73
2026-01-18,Direct,1822,5025,27,2463.66
2026-01-18,Referral,182,394,4,324.65
2026-01-18,Email,729,1536,18,1485.67
2026-01-18,Paid Search,2538,5762,72,6370.71
2026-01-18,Paid Social,2705,6996,53,4590.04
2026-01-19,Organic Search,3553,8396,53,4327.1
2026-01-19,Direct,2030,5749,30,2495.01
2026-01-19,Referral,203,474,5,419.87
2026-01-19,Email,812,1901,20,1639.99
2026-01-19,Paid Search,2834,7472,80,6230.41
2026-01-19,Paid Social,2480,6954,54,4544.01
2026-01-20,Organic Search,4103,11379,61,4950.45
2026-01-20,Direct,2344,6104,35,2895.97
2026-01-20,Referral,234,562,5,418.8
2026-01-20,Email,937,2514,23,1970.86
2026-01-20,Paid Search,3948,9964,105,8491.21
2026-01-20,Paid Social,2671,7558,56,4580.37
2026-01-21,Organic Search,4339,10743,65,5924.72
2026-01-21,Direct,2479,6630,37,3213.94
2026-01-21,Referral,247,529,6,497.88
2026-01-21,Email,991,2875,24,1994.49
2026-01-21,Paid Search,4006,10946,113,9326.76
2026-01-21,Paid Social,2863,6488,62,5350.05
2026-01-22,Organic Search,3117,8175,46,3728.34
2026-01-22,Direct,1781,4857,26,2186.31
2026-01-22,Referral,178,492,4,359.75
2026-01-22,Email,712,1663,17,1489.38
2026-01-22,Paid Search,2838,7142,88,7328.19
2026-01-22,Paid Social,3242,7808,65,5494.22
2026-01-23,Organic Search,3587,9047,53,4505.27
2026-01-23,Direct,2049,4790,30,2690.47
2026-01-23,Referral,204,492,5,425.54
2026-01-23,Email,819,2001,20,1726.33
2026-01-23,Paid Search,3760,8165,110,8993.3
2026-01-23,Paid Social,3607,9835,80,7018.76
2026-01-24,Organic Search,3188,8481,47,4019.47
2026-01-24,Direct,1821,4815,27,2184.55
2026-01-24,Referral,182,410,4,349.77
2026-01-24,Email,728,1873,18,1560.1
2026-01-24,Paid Search,2338,5480,60,4993.94
2026-01-24,Paid Social,2088,4728,47,3970.87
2026-01-25,Organic Search,2566,5936,38,3236.72
2026-01-25,Direct,1466,3578,21,1853.46
2026-01-25,Referral,146,379,3,258.63
2026-01-25,Email,586,1383,14,1285.92
2026-01-25,Paid Search,3012,7922,83,7215.52
2026-01-25,Paid Social,2361,6164,55,4900.09
2026-01-26,Organic Search,4000,8387,60,5229.21
2026-01-26,Direct,2286,5723,34,2880.37
2026-01-26,Referral,228,555,5,444.75
2026-01-26,Email,914,2289,22,1806.23
2026-01-26,Paid Search,4196,10076,110,9409.78
2026-01-26,Paid Social,3133,7969,70,5683.39
2026-01-27,Organic Search,3299,8094,49,4139.11
2026-01-27,Direct,1885,5213,28,2411.95
2026-01-27,Referral,188,511,4,346.0
2026-01-27,Email,754,1873,18,1496.38
2026-01-27,Paid Search,3718,8501,101,8676.3
2026-01-27,Paid Social,2177,5172,55,4629.55
2026-01-28,Organic Search,4701,11418,70,6103.62
2026-01-28,Direct,2686,7367,40,3167.04
2026-01-28,Referral,268,725,6,539.57
2026-01-28,Email,1074,2909,26,2210.92
2026-01-28,Paid Search,4700,12565,127,11253.81
2026-01-28,Paid Social,2484,6037,65,5216.06
2026-01-29,Organic Search,3409,8286,51,4381.9
2026-01-29,Direct,1948,4899,29,2428.55
2026-01-29,Referral,194,497,4,322.21
2026-01-29,Email,779,1947,19,1514.6
2026-01-29,Paid Search,3912,9984,105,8883.18
2026-01-29,Paid Social,2550,5930,54,4516.91
2026-01-30,Organic Search,3214,7278,48,4040.29
2026-01-30,Direct,1837,4379,27,2266.94
2026-01-30,Referral,183,525,4,314.66
2026-01-30,Email,734,1704,18,1558.97
2026-01-30,Paid Search,2735,6611,69,6252.72
2026-01-30,Paid Social,2213,6061,52,4456.92
2026-01-31,Organic Search,3180,7355,47,3954.42
2026-01-31,Direct,1817,5006,27,2373.92
2026-01-31,Referral,181,501,4,352.08
2026-01-31,Email,727,1936,18,1513.22
2026-01-31,Paid Search,2721,7411,75,6271.76
2026-01-31,Paid Social,2248,5420,58,4980.03
2026-02-01,Organic Search,2773,6228,41,3289.0
2026-02-01,Direct,1585,3692,23,2010.87
2026-02-01,Referral,158,424,3,269.62
2026-02-01,Email,634,1616,15,1283.97
2026-02-01,Paid Search,3239,8431,87,7425.79
2026-02-01,Paid Social,1763,4359,42,3754.81
2026-02-02,Organic Search,3083,8336,46,3888.67
2026-02-02,Direct,1762,4459,26,2223.99
2026-02-02,Referral,176,458,4,335.5
2026-02-02,Email,704,1744,17,1411.5
2026-02-02,Paid Search,3003,6681,66,5611.84
2026-02-02,Paid Social,2647,6402,62,5287.85
2026-02-03,Organic Search,3926,9851,58,5168.39
2026-02-03,Direct,2243,6655,33,2688.6
2026-02-03,Referral,224,604,5,411.69
2026-02-03,Email,897,2399,22,2003.08
2026-02-03,Paid Search,4994,12633,160,12434.25
2026-02-03,Paid Social,2191,5816,40,3468.74
2026-02-04,Organic Search,4341,10499,65,5809.58
2026-02-04,Direct,2480,6586,37,3296.56
2026-02-04,Referral,248,634,6,547.9
2026-02-04,Email,992,2620,24,2149.63
2026-02-04,Paid Search,4452,12741,134,11382.88
2026-02-04,Paid Social,2385,5772,49,4207.54
2026-02-05,Organic Search,2785,7658,41,3422.83
2026-02-05,Direct,1591,3805,23,1873.49
2026-02-05,Referral,159,428,3,260.13
2026-02-05,Email,636,1662,15,1210.4
2026-02-05,Paid Search,2916,6807,79,6870.26
2026-02-05,Paid Social,2218,4752,46,3840.44
2026-02-06,Organic Search,3693,9374,55,4927.85
2026-02-06,Direct,2110,4657,31,2641.67
2026-02-06,Referral,211,464,5,441.28
2026-02-06,Email,844,2027,21,1806.47
2026-02-06,Paid Search,4218,10397,118,10093.23
2026-02-06,Paid Social,2641,6843,65,5658.83
2026-02-07,Organic Search,2935,7673,44,3799.4
2026-02-07,Direct,1677,4263,25,2175.71
2026-02-07,Referral,167,427,4,329.7
2026-02-07,Email,670,1830,16,1407.88
2026-02-07,Paid Search,2270,6028,58,4920.9
2026-02-07,Paid Social,2203,5461,45,3741.7
2026-02-08,Organic Search,1914,4776,28,2342.64
2026-02-08,Direct,1094,2493,16,1407.26
2026-02-08,Referral,109,258,2,172.26
2026-02-08,Email,437,920,10,830.48
2026-02-08,Paid Search,2075,4788,65,5547.06
2026-02-08,Paid Social,1764,4108,38,3151.92
2026-02-09,Organic Search,3512,9241,52,4653.95
2026-02-09,Direct,2007,4624,30,2580.5
2026-02-09,Referral,200,461,5,385.58
2026-02-09,Email,802,1808,20,1675.14
2026-02-09,Paid Search,3803,9320,120,10695.65
2026-02-09,Paid Social,3187,8410,75,6389.89
2026-02-10,Organic Search,4627,11342,69,6311.1
2026-02-10,Direct,2644,7085,39,2949.19
2026-02-10,Referral,264,713,6,520.42
2026-02-10,Email,1057,2615,26,2200.39
2026-02-10,Paid Search,4732,13131,133,11101.81
2026-02-10,Paid Social,1715,4532,35,3194.93
2026-02-11,Organic Search,4427,10823,66,5566.17
2026-02-11,Direct,2529,7363,37,3271.0
2026-02-11,Referral,252,665,6,490.37
2026-02-11,Email,1011,2968,25,2060.09
2026-02-11,Paid Search,5447,13630,163,13237.06
2026-02-11,Paid Social,2821,6719,63,5261.83
2026-02-12,Organic Search,3753,9947,56,5103.56
2026-02-12,Direct,2144,5162,32,2692.9
2026-02-12,Referral,214,509,5,424.58
2026-02-12,Email,857,2073,21,1702.77
2026-02-12,Paid Search,4472,11269,126,10666.4
2026-02-12,Paid Social,1821,4204,40,3373.29
2026-02-13,Organic Search,3476,7374,52,4478.27
2026-02-13,Direct,1986,5105,29,2462.12
2026-02-13,Referral,198,482,4,367.59
2026-02-13,Email,794,1942,19,1617.31
2026-02-13,Paid Search,3486,8309,88,7169.29
2026-02-13,Paid Social,2362,5625,56,4829.38
2026-02-14,Organic Search,2711,6240,40,3495.93
2026-02-14,Direct,1549,4422,23,1909.97
2026-02-14,Referral,154,385,3,245.6
2026-02-14,Email,619,1557,15,1286.37
2026-02-14,Paid Search,1814,4335,49,4300.83
2026-02-14,Paid Social,2089,6190,48,3948.29
2026-02-15,Organic Search,3456,9498,51,4266.66
2026-02-15,Direct,1974,5185,29,2468.1
2026-02-15,Referral,197,515,4,343.33
2026-02-15,Email,789,2262,19,1523.1
2026-02-15,Paid Search,2731,7206,77,6335.48
